ESTIMATED
2.964896036
2.964896036
2.964896036
2.964896036
2.964896036
3.080771608
3.535077903
2.964896036
3.535077903
2.964896036
2.964896036
3.080771608
2.964896036
3.080771608
2.964896036
2.964896036
3.080771608
3.080771608
2.964896036
2.964896036
2.964896036
2.964896036
3.080771608
2.964896036
2.964896036
3.080771608
2.964896036
2.964896036
2.964896036
2.964896036
2.964896036
2.964896036
2.964896036
3.080771608
3.260738508
3.080771608
2.964896036
2.964896036
3.080771608
3.080771608
2.964896036
2.964896036
3.080771608
3.080771608
2.964896036
3.080771608
2.964896036
2.964896036
2.964896036
2.964896036
3.080771608
2.964896036
2.964896036
2.964896036
2.964896036
2.964896036
3.260738508
2.964896036
2.964896036
2.964896036
2.964896036
2.964896036
3.080771608
2.964896036
2.964896036
3.080771608
2.964896036
3.260738508
3.080771608
2.964896036
3.080771608
3.080771608
2.964896036
3.080771608
3.080771608
3.080771608
3.080771608
2.964896036
3.080771608
3.664772727
3.664772727
2.964896036
3.080771608
3.080771608
3.4104392
3.4104392
3.080771608
3.535077903
3.535077903
3.535077903
3.535077903
3.080771608
3.080771608
2.964896036
2.964896036
2.964896036
3.080771608
3.080771608
3.080771608
3.080771608
2.964896036
3.080771608
3.535077903
3.535077903
3.535077903
2.964896036
3.080771608
2.964896036
2.964896036
3.080771608
2.964896036
3.080771608
2.964896036
3.080771608
2.964896036
3.535077903
3.080771608
2.964896036
3.080771608
3.080771608
2.964896036
3.080771608
3.4104392
3.4104392
3.535077903
3.664772727
3.4104392
3.080771608
3.535077903
3.260738508
3.080771608
2.964896036
3.260738508
3.260738508
3.4104392
3.535077903
3.260738508
3.080771608
3.260738508
3.080771608
2.964896036
3.260738508
3.080771608
3.260738508
3.080771608
3.260738508
3.260738508
3.080771608
2.964896036
2.964896036
2.964896036
3.080771608
3.080771608
3.080771608
3.260738508
3.080771608
3.260738508
3.260738508
2.964896036
3.080771608
3.080771608
3.535077903
3.080771608
2.964896036
3.080771608
3.080771608
2.964896036
3.080771608
3.4104392
3.260738508
3.260738508
3.4104392
2.964896036
2.964896036
2.964896036
2.964896036
3.535077903
3.535077903
3.260738508
2.964896036
3.080771608
3.080771608
2.964896036
3.4104392
3.535077903
3.080771608
2.964896036
3.260738508
3.260738508
3.080771608
2.964896036
2.964896036
2.964896036
2.964896036
3.080771608
3.080771608
2.964896036
3.080771608
3.080771608
3.080771608
3.535077903
2.964896036
3.080771608
3.080771608
3.080771608
2.964896036
3.080771608
3.080771608
2.964896036
3.080771608
3.080771608
2.964896036
2.964896036
2.964896036
3.080771608
3.260738508
2.964896036
3.535077903
3.080771608
2.964896036
3.260738508
2.964896036
3.080771608
3.080771608
3.535077903
3.535077903
2.964896036
3.080771608
3.080771608
3.4104392
3.080771608
3.080771608
2.964896036
3.080771608
2.964896036
3.080771608
3.080771608
3.4104392
3.535077903
3.4104392
3.535077903
3.4104392
3.260738508
3.4104392
2.964896036
3.664772727
3.260738508
2.964896036
2.964896036
2.964896036
2.964896036
2.964896036
3.260738508
3.260738508
3.535077903
3.535077903
2.964896036
3.080771608
3.260738508
2.964896036
3.260738508
2.964896036
2.964896036
3.664772727
2.964896036
3.080771608
3.080771608
3.080771608
3.080771608
2.964896036
3.4104392
2.964896036
3.535077903
3.535077903
2.964896036
3.080771608
2.964896036
2.964896036
3.080771608
3.080771608
2.964896036
3.080771608
2.964896036
2.964896036
3.080771608
3.080771608
3.535077903
3.664772727
2.964896036
3.260738508
2.964896036
3.080771608
3.4104392
3.4104392
3.260738508
3.080771608
3.080771608
3.080771608
3.4104392
3.260738508
2.964896036
2.964896036
2.964896036
2.964896036
2.964896036
2.964896036
3.260738508
3.260738508
2.964896036
3.4104392
3.080771608
2.964896036
2.964896036
3.080771608
2.964896036
2.964896036
2.964896036
3.080771608
3.4104392
3.4104392
2.964896036
2.964896036
2.964896036
3.535077903
3.4104392
3.4104392
3.260738508
3.080771608
2.964896036
3.4104392
3.080771608
3.4104392
3.4104392
3.4104392
2.964896036
2.964896036
2.964896036
2.964896036
2.964896036
3.080771608
3.080771608
3.080771608
3.080771608
2.964896036
2.964896036
3.4104392
3.080771608
3.4104392
3.4104392
2.964896036
2.964896036
3.535077903
3.535077903
2.964896036
3.080771608
3.080771608
